candidate_id,canonical_il_key,nominal_pareto_rank_1,nominal_formal_shortlist,hard_feasible_frequency,pareto_rank_1_frequency,selection_frequency
UPR-0024,KIJWMNYEVKNAGY-UHFFFAOYSA-N||KDCFMDHINPOTEA-UHFFFAOYSA-N,True,True,0.708,0.708,0.706
UPR-0514,MXLZUALXSYVAIV-UHFFFAOYSA-N||CXERBOODJDWFQL-UHFFFAOYSA-N,False,False,0.0,0.0,0.0
UPR-0516,MXLZUALXSYVAIV-UHFFFAOYSA-N||AFVFQIVMOAPDHO-UHFFFAOYSA-M,False,False,0.0,0.0,0.0
UPR-0517,MXLZUALXSYVAIV-UHFFFAOYSA-N||JZMJDSHXVKJFKW-UHFFFAOYSA-M,False,False,0.002,0.0,0.0
UPR-0518,MXLZUALXSYVAIV-UHFFFAOYSA-N||QNAYBMKLOCPYGJ-REOHCLBHSA-M,False,False,0.0,0.0,0.0
UPR-0519,IQQRAVYLUAZUGX-UHFFFAOYSA-N||IDGLPDIIVPZHRB-UHFFFAOYSA-N,False,False,0.0,0.0,0.0
UPR-0520,RVEJOWGVUQQIIZ-UHFFFAOYSA-N||JOXIMZWYDAKGHI-UHFFFAOYSA-M,False,False,0.0,0.0,0.0
UPR-0521,RVEJOWGVUQQIIZ-UHFFFAOYSA-N||DHMQDGOQFOQNFH-UHFFFAOYSA-M,False,False,0.0,0.0,0.0
UPR-0522,RVEJOWGVUQQIIZ-UHFFFAOYSA-N||FERIUCNNQQJTOY-UHFFFAOYSA-M,False,False,0.0,0.0,0.0
UPR-0523,RVEJOWGVUQQIIZ-UHFFFAOYSA-N||QNAYBMKLOCPYGJ-REOHCLBHSA-M,False,False,0.0,0.0,0.0
UPR-0524,FCZZZYZIQDHCIW-UHFFFAOYSA-N||BDAGIHXWWSANSR-UHFFFAOYSA-M,False,False,0.0,0.0,0.0
UPR-0525,FCZZZYZIQDHCIW-UHFFFAOYSA-N||QTBSBXVTEAMEQO-UHFFFAOYSA-M,False,False,0.0,0.0,0.0
UPR-0526,WXMVWUBWIHZLMQ-UHFFFAOYSA-N||XBDQKXXYIPTUBI-UHFFFAOYSA-M,False,False,0.0,0.0,0.0
UPR-0527,FCZZZYZIQDHCIW-UHFFFAOYSA-N||AFVFQIVMOAPDHO-UHFFFAOYSA-M,False,False,0.0,0.0,0.0
UPR-0528,WXMVWUBWIHZLMQ-UHFFFAOYSA-N||JOXIMZWYDAKGHI-UHFFFAOYSA-M,False,False,0.0,0.0,0.0
UPR-0529,WXMVWUBWIHZLMQ-UHFFFAOYSA-N||FERIUCNNQQJTOY-UHFFFAOYSA-M,False,False,0.0,0.0,0.0
UPR-0530,FCZZZYZIQDHCIW-UHFFFAOYSA-N||NVIANCROYQGROD-UHFFFAOYSA-N,False,False,0.016,0.0,0.0
UPR-0531,WXMVWUBWIHZLMQ-UHFFFAOYSA-N||DTQVDTLACAAQTR-UHFFFAOYSA-M,False,False,0.006,0.0,0.0
UPR-0532,WXMVWUBWIHZLMQ-UHFFFAOYSA-N||IDGLPDIIVPZHRB-UHFFFAOYSA-N,False,False,0.0,0.0,0.0
UPR-0533,WXMVWUBWIHZLMQ-UHFFFAOYSA-N||AYFVYJQAPQTCCC-GBXIJSLDSA-M,False,False,0.0,0.0,0.0
UPR-0534,XUAXVBUVQVRIIQ-UHFFFAOYSA-N||VEXZGXHMUGYJMC-UHFFFAOYSA-M,False,False,0.0,0.0,0.0
UPR-0535,XUAXVBUVQVRIIQ-UHFFFAOYSA-N||UKDLHLAPDXIAID-UHFFFAOYSA-N,False,False,0.0,0.0,0.0
UPR-0536,XUAXVBUVQVRIIQ-UHFFFAOYSA-N||QTBSBXVTEAMEQO-UHFFFAOYSA-M,False,False,0.0,0.0,0.0
UPR-0537,XUAXVBUVQVRIIQ-UHFFFAOYSA-N||NHNBFGGVMKEFGY-UHFFFAOYSA-N,False,False,0.0,0.0,0.0
UPR-0538,XUAXVBUVQVRIIQ-UHFFFAOYSA-N||AYFVYJQAPQTCCC-GBXIJSLDSA-M,False,False,0.0,0.0,0.0
UPR-0539,XUAXVBUVQVRIIQ-UHFFFAOYSA-N||FERIUCNNQQJTOY-UHFFFAOYSA-M,False,False,0.0,0.0,0.0
UPR-0540,XUAXVBUVQVRIIQ-UHFFFAOYSA-N||XBDQKXXYIPTUBI-UHFFFAOYSA-M,False,False,0.0,0.0,0.0
UPR-0541,JYARJXBHOOZQQD-UHFFFAOYSA-N||BDAGIHXWWSANSR-UHFFFAOYSA-M,False,False,0.0,0.0,0.0
UPR-0543,JYARJXBHOOZQQD-UHFFFAOYSA-N||JZMJDSHXVKJFKW-UHFFFAOYSA-M,False,False,0.006,0.0,0.0
UPR-0544,JYARJXBHOOZQQD-UHFFFAOYSA-N||IDGLPDIIVPZHRB-UHFFFAOYSA-N,False,False,0.0,0.0,0.0
UPR-0545,XUAXVBUVQVRIIQ-UHFFFAOYSA-N||JOXIMZWYDAKGHI-UHFFFAOYSA-M,False,False,0.0,0.0,0.0
UPR-0546,XUAXVBUVQVRIIQ-UHFFFAOYSA-N||SLSPYQCCSCAKIB-UHFFFAOYSA-N,False,False,0.0,0.0,0.0
UPR-0547,JYARJXBHOOZQQD-UHFFFAOYSA-N||CXERBOODJDWFQL-UHFFFAOYSA-N,False,False,0.0,0.0,0.0
UPR-0548,JYARJXBHOOZQQD-UHFFFAOYSA-N||QNAYBMKLOCPYGJ-REOHCLBHSA-M,False,False,0.0,0.0,0.0
UPR-0549,JYARJXBHOOZQQD-UHFFFAOYSA-N||JGTNAGYHADQMCM-UHFFFAOYSA-M,False,False,0.004,0.0,0.0
UPR-0551,JYARJXBHOOZQQD-UHFFFAOYSA-N||KZWJWYFPLXRYIL-UHFFFAOYSA-M,False,False,0.0,0.0,0.0
UPR-0554,IQQRAVYLUAZUGX-UHFFFAOYSA-N||AYFVYJQAPQTCCC-GBXIJSLDSA-M,False,False,0.0,0.0,0.0
UPR-0555,LSFWFJFDPRFPBK-UHFFFAOYSA-N||KIWBPDUYBMNFTB-UHFFFAOYSA-M,False,False,0.002,0.0,0.0
UPR-0557,WVDDUSFOSWWJJH-UHFFFAOYSA-N||OXDZSRZJFHVGGS-UHFFFAOYSA-N,False,False,0.002,0.0,0.0
UPR-0559,WVDDUSFOSWWJJH-UHFFFAOYSA-N||QAOWNCQODCNURD-UHFFFAOYSA-M,False,False,0.0,0.0,0.0
UPR-0560,WVDDUSFOSWWJJH-UHFFFAOYSA-N||AFVFQIVMOAPDHO-UHFFFAOYSA-M,False,False,0.0,0.0,0.0
UPR-0561,WVDDUSFOSWWJJH-UHFFFAOYSA-N||CXERBOODJDWFQL-UHFFFAOYSA-N,False,False,0.0,0.0,0.0
UPR-0563,WWVMHGUBIOZASN-UHFFFAOYSA-N||IDGLPDIIVPZHRB-UHFFFAOYSA-N,False,False,0.0,0.0,0.0
UPR-0564,WWVMHGUBIOZASN-UHFFFAOYSA-N||QNAYBMKLOCPYGJ-REOHCLBHSA-M,False,False,0.0,0.0,0.0
UPR-0565,WVDDUSFOSWWJJH-UHFFFAOYSA-N||JOXIMZWYDAKGHI-UHFFFAOYSA-M,False,False,0.0,0.0,0.0
UPR-0566,WVDDUSFOSWWJJH-UHFFFAOYSA-N||SLSPYQCCSCAKIB-UHFFFAOYSA-N,False,False,0.0,0.0,0.0
UPR-0567,WWVMHGUBIOZASN-UHFFFAOYSA-N||JGTNAGYHADQMCM-UHFFFAOYSA-M,False,False,0.0,0.0,0.0
UPR-0569,WWVMHGUBIOZASN-UHFFFAOYSA-N||KZWJWYFPLXRYIL-UHFFFAOYSA-M,False,False,0.0,0.0,0.0
UPR-0570,LSFWFJFDPRFPBK-UHFFFAOYSA-N||VEXZGXHMUGYJMC-UHFFFAOYSA-M,False,False,0.0,0.0,0.0
UPR-0571,LSFWFJFDPRFPBK-UHFFFAOYSA-N||BDAGIHXWWSANSR-UHFFFAOYSA-M,False,False,0.0,0.0,0.0
UPR-0574,LSFWFJFDPRFPBK-UHFFFAOYSA-N||IDGLPDIIVPZHRB-UHFFFAOYSA-N,False,False,0.0,0.0,0.0
UPR-0575,LSFWFJFDPRFPBK-UHFFFAOYSA-N||CXERBOODJDWFQL-UHFFFAOYSA-N,False,False,0.0,0.0,0.0
UPR-0576,LSFWFJFDPRFPBK-UHFFFAOYSA-N||FERIUCNNQQJTOY-UHFFFAOYSA-M,False,False,0.0,0.0,0.0
UPR-0577,LSFWFJFDPRFPBK-UHFFFAOYSA-N||QNAYBMKLOCPYGJ-REOHCLBHSA-M,False,False,0.0,0.0,0.0
UPR-0578,JYARJXBHOOZQQD-UHFFFAOYSA-N||QAOWNCQODCNURD-UHFFFAOYSA-M,False,False,0.0,0.0,0.0
UPR-0579,LSFWFJFDPRFPBK-UHFFFAOYSA-N||JGTNAGYHADQMCM-UHFFFAOYSA-M,False,False,0.0,0.0,0.0
UPR-0580,LSFWFJFDPRFPBK-UHFFFAOYSA-N||JOXIMZWYDAKGHI-UHFFFAOYSA-M,False,False,0.0,0.0,0.0
UPR-0583,LSFWFJFDPRFPBK-UHFFFAOYSA-N||DHMQDGOQFOQNFH-UHFFFAOYSA-M,False,False,0.0,0.0,0.0
UPR-0584,HOMONHWYLOPSLL-UHFFFAOYSA-N||ODGCEQLVLXJUCC-UHFFFAOYSA-N,False,False,0.0,0.0,0.0
UPR-0585,HOMONHWYLOPSLL-UHFFFAOYSA-N||CPELXLSAUQHCOX-UHFFFAOYSA-M,False,False,0.0,0.0,0.0
UPR-0586,HOMONHWYLOPSLL-UHFFFAOYSA-N||ITMCEJHCFYSIIV-UHFFFAOYSA-M,False,False,0.0,0.0,0.0
UPR-0587,HOMONHWYLOPSLL-UHFFFAOYSA-N||VEXZGXHMUGYJMC-UHFFFAOYSA-M,False,False,0.0,0.0,0.0
UPR-0588,HOMONHWYLOPSLL-UHFFFAOYSA-N||UKDLHLAPDXIAID-UHFFFAOYSA-N,False,False,0.0,0.0,0.0
UPR-0589,HOMONHWYLOPSLL-UHFFFAOYSA-N||LJQLCJWAZJINEB-UHFFFAOYSA-N,False,False,0.0,0.0,0.0
UPR-0590,HOMONHWYLOPSLL-UHFFFAOYSA-N||NVIANCROYQGROD-UHFFFAOYSA-N,False,False,0.022,0.0,0.0
UPR-0591,HOMONHWYLOPSLL-UHFFFAOYSA-N||OXDZSRZJFHVGGS-UHFFFAOYSA-N,False,False,0.0,0.0,0.0
UPR-0592,HOMONHWYLOPSLL-UHFFFAOYSA-N||ZMZDMBWJUHKJPS-UHFFFAOYSA-M,False,False,0.0,0.0,0.0
UPR-0593,HOMONHWYLOPSLL-UHFFFAOYSA-N||DTQVDTLACAAQTR-UHFFFAOYSA-M,False,False,0.002,0.0,0.0
UPR-0594,HOMONHWYLOPSLL-UHFFFAOYSA-N||JZMJDSHXVKJFKW-UHFFFAOYSA-M,False,False,0.0,0.0,0.0
UPR-0595,HOMONHWYLOPSLL-UHFFFAOYSA-N||NHNBFGGVMKEFGY-UHFFFAOYSA-N,False,False,0.0,0.0,0.0
UPR-0596,HOMONHWYLOPSLL-UHFFFAOYSA-N||QAOWNCQODCNURD-UHFFFAOYSA-M,False,False,0.0,0.0,0.0
UPR-0597,HOMONHWYLOPSLL-UHFFFAOYSA-N||AFVFQIVMOAPDHO-UHFFFAOYSA-M,False,False,0.0,0.0,0.0
UPR-0599,HOMONHWYLOPSLL-UHFFFAOYSA-N||AYFVYJQAPQTCCC-GBXIJSLDSA-M,False,False,0.0,0.0,0.0
UPR-0600,HOMONHWYLOPSLL-UHFFFAOYSA-N||KIWBPDUYBMNFTB-UHFFFAOYSA-M,False,False,0.0,0.0,0.0
UPR-0601,HOMONHWYLOPSLL-UHFFFAOYSA-N||DHMQDGOQFOQNFH-UHFFFAOYSA-M,False,False,0.0,0.0,0.0
UPR-0602,HOMONHWYLOPSLL-UHFFFAOYSA-N||JGTNAGYHADQMCM-UHFFFAOYSA-M,False,False,0.0,0.0,0.0
UPR-0603,HOMONHWYLOPSLL-UHFFFAOYSA-N||JOXIMZWYDAKGHI-UHFFFAOYSA-M,False,False,0.0,0.0,0.0
UPR-0605,HOMONHWYLOPSLL-UHFFFAOYSA-N||KZWJWYFPLXRYIL-UHFFFAOYSA-M,False,False,0.0,0.0,0.0
UPR-0606,HOMONHWYLOPSLL-UHFFFAOYSA-N||QNAYBMKLOCPYGJ-REOHCLBHSA-M,False,False,0.0,0.0,0.0
UPR-0607,HOMONHWYLOPSLL-UHFFFAOYSA-N||SLSPYQCCSCAKIB-UHFFFAOYSA-N,False,False,0.0,0.0,0.0
UPR-0608,HOMONHWYLOPSLL-UHFFFAOYSA-N||XBDQKXXYIPTUBI-UHFFFAOYSA-M,False,False,0.026,0.0,0.0
